draw_id,beta1,beta2,beta3,beta4,beta5
1,0.573932085156571,-0.450787544072972,0.406175427420812,-0.377346712459128,0.307584036902791
2,0.585013455622779,-0.486182952243313,0.388716623340262,-0.368711226330557,0.299996815805536
3,0.582109064623779,-0.479565458316923,0.39350658919473,-0.40005296212392,0.272033089182668
4,0.567804616100087,-0.476777788722676,0.397061541749913,-0.402442273666774,0.331561849899755
5,0.576878902123996,-0.447083866163347,0.393905564125736,-0.415720497996225,0.351554403923523
6,0.603493564169008,-0.467837173138319,0.365625094411806,-0.421088481338504,0.287161886914687
7,0.578752418529096,-0.487439291643648,0.408928318909235,-0.387039180479442,0.31070273824357
8,0.607646314818701,-0.4556854960826,0.419844117075643,-0.401095112831533,0.297576149520765
9,0.603728757547547,-0.498795006770661,0.382837636809421,-0.394330672742132,0.274630846299079
10,0.581219781371149,-0.473071041034976,0.363841482533512,-0.399024037457184,0.304499994693168
11,0.609673078330948,-0.445806387266412,0.381033868748129,-0.401054900394059,0.269708636022135
12,0.608293237349147,-0.448252378297772,0.371513624146448,-0.41815901222145,0.305824368925105
13,0.554666495029368,-0.493610230592357,0.39118249060411,-0.395130482952557,0.318355200639502
14,0.571268236635356,-0.472327677943582,0.343066568190597,-0.385217163084331,0.316862045456943
15,0.585765974603359,-0.476589965269051,0.356777147649072,-0.416378038065295,0.335595673314665
16,0.602626504031149,-0.490281303306194,0.405464033751337,-0.457604893209574,0.286426647790418
17,0.575782220969646,-0.470828639544943,0.344349398651903,-0.357715991565205,0.290147481516033
18,0.603373824780907,-0.474816064251862,0.407673397394248,-0.40449657496013,0.306820905418857
19,0.622972273127853,-0.45317735236201,0.38486853496506,-0.391537252416092,0.295423910937114
20,0.572782689715754,-0.44854683386764,0.36088166223583,-0.406513253384787,0.309492808437041
21,0.582029758255162,-0.434516045034693,0.381192891692007,-0.369671189607228,0.248259306666486
22,0.593539749462963,-0.497643650659221,0.387851152163105,-0.383079050393949,0.32410222757549
23,0.606463559407026,-0.514088960916392,0.386351048646913,-0.403482097689081,0.30993623293119
24,0.599936586302785,-0.476589038368834,0.391448120083615,-0.42420736054986,0.298989329750875
25,0.580324647866064,-0.482773027209008,0.387435373649347,-0.397966348635935,0.304585280586595
26,0.616102563446538,-0.510453552940225,0.375670139807427,-0.424788159659176,0.27758801308251
27,0.535372311884325,-0.467424325615161,0.381338166312913,-0.380014185222857,0.329335559123431
28,0.587032348446947,-0.46960274531929,0.379220378700962,-0.400043603062403,0.287970818566241
29,0.560976528624319,-0.468753587489281,0.432816902336786,-0.416662216982859,0.276844382289884
30,0.577854802543781,-0.475460957410719,0.360269994230604,-0.39895220806885,0.330153074824032
31,0.563464940021281,-0.462690295487186,0.390550872225796,-0.440990204833668,0.257003019101991
32,0.594485712628232,-0.461882789386216,0.381497030676428,-0.398509158360158,0.258383321002165
33,0.588782552301833,-0.462959160453561,0.379743357197864,-0.387669554997239,0.304262459113003
34,0.548748567166573,-0.478145867791615,0.36915976854354,-0.401879011002627,0.304333751908127
35,0.622516545749165,-0.465657954942053,0.412405609146718,-0.391912116846383,0.32839034622856
36,0.597561994722993,-0.461128273768598,0.395851615756461,-0.447673723821287,0.310053242546607
37,0.605012178046867,-0.461092451919973,0.409423815437666,-0.349674585327337,0.314051878486036
38,0.564229455403182,-0.463084955623018,0.418562224273338,-0.406388914017362,0.312368001550207
39,0.616977869579744,-0.463481052733428,0.378119810444526,-0.387263487581733,0.325818842042397
40,0.627714928402032,-0.477566240756898,0.415336567578069,-0.397966560053141,0.294012025003041
41,0.590473116294106,-0.501432938017316,0.379328376342413,-0.412933638956932,0.290498563300691
42,0.565138419628541,-0.480651527886317,0.412730731985446,-0.419541370038852,0.313052713916018
43,0.584363386859787,-0.475475332707316,0.411331369334941,-0.438965516817647,0.306373724686531
44,0.58863368143926,-0.452537121019555,0.376246008570298,-0.386685082116823,0.28585469296494
45,0.611104951688109,-0.487205491676572,0.434707602904133,-0.406515054130126,0.253776210244602
46,0.608857629715454,-0.484457390125903,0.402925485792744,-0.395491448777465,0.292773621597094
47,0.576013340282229,-0.452845961629227,0.416778715266324,-0.373093765659193,0.303943400396917
48,0.595594294578714,-0.489600832176451,0.385632116000151,-0.40398927289726,0.298504065736128
49,0.568798365968935,-0.43928424748261,0.409242394691403,-0.405362187683627,0.302490990950525
50,0.590305858426823,-0.48757878510148,0.417532646026547,-0.418641969272165,0.278135501918296
51,0.597129831301407,-0.486056416870485,0.381598238720435,-0.383825948144151,0.285203515417402
52,0.587952062445041,-0.472410073155866,0.402853966686284,-0.430401467032921,0.313751591158966
53,0.605328550423924,-0.47967006714435,0.418176276635553,-0.391187693285732,0.291332535843379
54,0.601281715353855,-0.467444881214798,0.414466705158014,-0.387045653898665,0.314858230543315
55,0.617905553893717,-0.4583933701992,0.408431758393931,-0.412937885783254,0.300757032183062
56,0.590644762678957,-0.458631139212548,0.421020561548988,-0.409945054900543,0.287162419451376
57,0.561625107494789,-0.479163424014222,0.420188907729648,-0.408217726790127,0.317554245469785
58,0.595840181275508,-0.467935427275626,0.412783354285193,-0.405915856060037,0.306341785910255
59,0.606631609753363,-0.476091993319054,0.38132177060386,-0.371291256942192,0.336235795228925
60,0.568107338407498,-0.504937834130179,0.394774156852693,-0.392024738652045,0.289537682950968
61,0.629545737603638,-0.476192090491525,0.398185238997728,-0.414143162207777,0.293617585191458
62,0.625009095650578,-0.500199269100939,0.392313093249139,-0.440556355343507,0.303303501931095
63,0.619291500604532,-0.462247131258731,0.381502446853241,-0.375329091984622,0.270221188728781
64,0.62044014649392,-0.48569506798406,0.391569483623427,-0.450552319546626,0.28700191357125
65,0.589548727956137,-0.4554959349558,0.391961926550093,-0.402102628814999,0.313726403391913
66,0.589226073852082,-0.445575936213761,0.403684778314791,-0.424523184430604,0.282056899112667
67,0.571661972090098,-0.480755018139544,0.393760890687918,-0.378539954782738,0.296870511844458
68,0.554769543480105,-0.47663657216892,0.414923142062792,-0.409345239647832,0.288973554114224
69,0.565310415677218,-0.44106279255689,0.354015459819509,-0.411301955672335,0.282553260487052
70,0.582140776807141,-0.397457088437611,0.392706244664796,-0.425582257897863,0.254341278032882
71,0.582699621860884,-0.477130043501892,0.396252477392064,-0.404743307989362,0.284485085446454
72,0.576093071091832,-0.443757564749259,0.38453117824608,-0.388552553646489,0.301090753708143
73,0.6073096457122,-0.476665984952734,0.375401949600505,-0.383243595435362,0.309310693754393
74,0.576616580033596,-0.506971144388044,0.402397518233187,-0.43176404603831,0.27741377418704
75,0.622516685352949,-0.47476166193295,0.40556401659836,-0.405594811151448,0.294855554259926
76,0.581017120805613,-0.465561461047483,0.402565332496585,-0.387570847065727,0.281428482412847
77,0.593338623728366,-0.44840751817383,0.386297183456764,-0.376497736049001,0.335465198285889
78,0.613815320187994,-0.47020005870616,0.383934103151114,-0.389782710150611,0.270223476890723
79,0.595863231665914,-0.466966009828983,0.397316322946745,-0.358007279009455,0.302289594316278
80,0.558159086842745,-0.473295769381035,0.385604523458139,-0.418507169611686,0.311068033891813
81,0.605689583512451,-0.476757969274,0.378696661841808,-0.386723654272194,0.326323846843782
82,0.625275044999214,-0.461763826992689,0.409455263661477,-0.432367564201059,0.296910134869476
83,0.591580802121639,-0.437872912747098,0.360150923067162,-0.38097548787321,0.317365375021675
84,0.540649302011051,-0.503335078066517,0.394049724699887,-0.411382549516537,0.33147431130639
85,0.591088047368661,-0.484793052494118,0.409524763402843,-0.396906359005064,0.301571750443908
86,0.566895486615032,-0.463359349222444,0.402396052347801,-0.389478770950826,0.311301470519215
87,0.592592690572919,-0.462971968019742,0.370575216224616,-0.39844088099582,0.300955571795838
88,0.594122408334792,-0.448504488448471,0.426617726127651,-0.3831512111849,0.304094143262973
89,0.579987138092466,-0.453572589986344,0.376935343926887,-0.414012401124172,0.299751142734026
90,0.638235826480933,-0.480285091746075,0.379587104271685,-0.386535167052823,0.26372861312023
91,0.574226258518361,-0.431620069740652,0.368643022825315,-0.380682768595747,0.358963991899539
92,0.597595929532056,-0.467329170190038,0.394574470809026,-0.427245365096251,0.277396279464584
93,0.618213782851938,-0.516397517609791,0.379946107082423,-0.383516547887968,0.306735490895598
94,0.569498020875811,-0.478333682646542,0.401913420092873,-0.413802677159764,0.327842690384114
95,0.58858065232544,-0.494785169552092,0.370308607833939,-0.380332734296905,0.277555222893549
96,0.611798268736516,-0.457724731421986,0.397910143637612,-0.412247122416082,0.330269113944099
97,0.612341841959503,-0.466859108802709,0.381777098491543,-0.426848522882085,0.303894598506491
98,0.594557571415773,-0.435556217791497,0.358496142808878,-0.416859516627932,0.311070279763429
99,0.550955015604191,-0.466826110386939,0.391079452720087,-0.388033947285498,0.305133566400553
100,0.578782597467443,-0.480181124313894,0.39397353267506,-0.383321792935225,0.329527746392891
101,0.595979351972888,-0.449701828209762,0.419940524651188,-0.422594811598469,0.261710020520848
102,0.600774036846772,-0.477683084150596,0.400340604040435,-0.399299885642461,0.30458473692557
103,0.583501371268269,-0.458089584017896,0.397046226452109,-0.425678842897793,0.29851900765402
104,0.589849459552847,-0.482472376989199,0.396987516476741,-0.404605920978332,0.284110666239739
105,0.597961760117494,-0.436529022986807,0.372123661413937,-0.386718065715359,0.308968268819725
106,0.568287680369584,-0.477326598333486,0.410530678449203,-0.402458432120932,0.271115337451984
107,0.604792376207026,-0.484672098216151,0.370821507002519,-0.369924192612394,0.293588822800493
108,0.580291581756675,-0.499949820902864,0.385129420343239,-0.38817376245402,0.302990948449372
109,0.583811946747103,-0.482978548810523,0.394572282594194,-0.390981375323787,0.289746338581547
110,0.58334197055749,-0.468497621325915,0.373491344975202,-0.444996887496224,0.307393872947573
111,0.585673563041962,-0.480082393226528,0.380079316839822,-0.387726250743277,0.295330120784696
112,0.63321166659678,-0.492067897817056,0.402671661507736,-0.389327355806636,0.260367374339319
113,0.609646486883517,-0.44618406783279,0.429971700720241,-0.397255641066343,0.256250884033859
114,0.560607279006889,-0.488797170609831,0.379218357437531,-0.414682971124981,0.29470024764954
115,0.602813497309396,-0.46998433602817,0.395587447659002,-0.392727487321898,0.280600405041756
116,0.59769788784222,-0.468338453094014,0.392628100736245,-0.409456877727889,0.292189380657971
117,0.573187763124217,-0.453208098014963,0.396019263717921,-0.391067736145995,0.309253400851618
118,0.574192074684984,-0.449858142158304,0.393908450404435,-0.393791755101636,0.325111141796071
