draw_id,beta1,beta2,beta3,beta4,beta5
1,0.583544283375993,-0.498691672791342,0.396613023138859,-0.391849483455408,0.287274348420131
2,0.580487188831732,-0.453505501017687,0.3834983140692,-0.419114586984769,0.289282453426202
3,0.589189436102863,-0.483559248738567,0.394146325289616,-0.394074595070875,0.309645947257478
4,0.562852031438386,-0.453580395135145,0.371639076690727,-0.423501970680302,0.296828870921203
5,0.569476980523346,-0.492752975684323,0.371535386298605,-0.399466591699651,0.311639132175649
6,0.561674648059791,-0.486964401719138,0.410881127514958,-0.412642903858715,0.293682015885335
7,0.581588121680143,-0.462519803651657,0.37735389547944,-0.386203792167761,0.290209857775834
8,0.66199369910888,-0.505527932768119,0.401278187396643,-0.416776419329072,0.304099020067058
9,0.58570293895458,-0.479121730838373,0.389409988626486,-0.417675046147315,0.288375762375778
10,0.624470361358988,-0.488765031666169,0.39640169819772,-0.38897443490615,0.297568597002722
11,0.565848103512743,-0.467647906624009,0.401246170923021,-0.408967634578446,0.301216580509404
12,0.546412515500126,-0.49043836332282,0.366021482991189,-0.410480782190915,0.311056728829228
13,0.593140115724246,-0.470781439933669,0.393274752663068,-0.408914239790446,0.292087545612939
14,0.578648018110059,-0.458866610506989,0.369326990065487,-0.414839195677592,0.259281571221347
15,0.600064105304648,-0.463583677268311,0.393077232128199,-0.395927135771855,0.272299920992599
16,0.562097544632067,-0.47236273915582,0.364976009662961,-0.398440359464775,0.306878922707547
17,0.608352897003722,-0.472906899639408,0.383468022456766,-0.390514490984723,0.283961943107782
18,0.603212961596967,-0.477052519501532,0.373281322176555,-0.419618776906781,0.304330431085013
19,0.598705920242065,-0.433790345853326,0.374483666355266,-0.432545830348152,0.321166332207643
20,0.601955799811217,-0.468866908947602,0.409884431964053,-0.432307685748906,0.310348183755783
21,0.608501653401686,-0.472873068169642,0.405887543570494,-0.371169334890233,0.274011264951302
22,0.527769258650938,-0.446218916849061,0.386283138418105,-0.405199106461876,0.319943392935433
23,0.575270534054661,-0.462581705882325,0.385614407772592,-0.407918818220609,0.269579287371443
24,0.597938536551773,-0.451620176237211,0.411202060922103,-0.41113366448321,0.301207686674053
25,0.594704393840516,-0.462747851718326,0.422459823300269,-0.410240346023749,0.279230235580553
26,0.571079866224963,-0.420896470690644,0.371071715280491,-0.40171441248181,0.299257138215678
27,0.56743671700328,-0.477576739364072,0.383249264170935,-0.376409103857653,0.300260826575326
28,0.57988351051699,-0.463027649671468,0.387881275164606,-0.402984048787734,0.26174939586289
29,0.624275311831143,-0.485453603560699,0.403508635017067,-0.395374852660399,0.260070582719979
30,0.581622798690541,-0.465644587823414,0.375793177545065,-0.393765477718021,0.303731705233105
